status,original_rtd_canonical_url,mintlify_canonical_url,mintlify_route,note
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShiva/Introduction/Index.html,http://192.168.0.137:3000/EXTShiva/Introduction/Index,/EXTShiva/Introduction/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShiva/Localization/Index.html,http://192.168.0.137:3000/EXTShiva/Localization/Index,/EXTShiva/Localization/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShiva/PreviewFeature/Index.html,http://192.168.0.137:3000/EXTShiva/PreviewFeature/Index,/EXTShiva/PreviewFeature/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShiva/UpdateVersion/Index.html,http://192.168.0.137:3000/EXTShiva/UpdateVersion/Index,/EXTShiva/UpdateVersion/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/DemoSite/Index.html,http://192.168.0.137:3000/EXTShop/DemoSite/Index,/EXTShop/DemoSite/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/HelpSupport/Index.html,http://192.168.0.137:3000/EXTShop/HelpSupport/Index,/EXTShop/HelpSupport/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/Index.html,http://192.168.0.137:3000/EXTShop/Index,/EXTShop/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/Installation/Index.html,http://192.168.0.137:3000/EXTShop/Installation/Index,/EXTShop/Installation/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/Introduction/Index.html,http://192.168.0.137:3000/EXTShop/Introduction/Index,/EXTShop/Introduction/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/ShopConfiguration/Index.html,http://192.168.0.137:3000/EXTShop/ShopConfiguration/Index,/EXTShop/ShopConfiguration/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/ThemeConfiguration/Index.html,http://192.168.0.137:3000/EXTShop/ThemeConfiguration/Index,/EXTShop/ThemeConfiguration/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/EXTShop/UpdateVersion/Index.html,http://192.168.0.137:3000/EXTShop/UpdateVersion/Index,/EXTShop/UpdateVersion/Index,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/ExtNitsanHellobar/BuyNow.html,http://192.168.0.137:3000/ExtNitsanHellobar/BuyNow,/ExtNitsanHellobar/BuyNow,"Same route structure, RTD prefix removed, .html removed"
exact_structural_match,https://docs.t3planet.de/en/latest/ExtNitsanHellobar/Configuration/Index.html,http://192.168.0.137:3000/ExtNitsanHellobar/Configuration/Index,/ExtNitsanHellobar/Configuration/Index,"Same route structure, RTD prefix removed, .html removed"
